"","CYT","IS","IPS","impres"
"TCGA-ER-A2NC",-0.462565093424587,-0.676139158449089,-1.15543114196506,-0.844064477975408
"TCGA-ER-A2ND",-0.554065427825953,-0.699380976439487,-0.234948393770055,0.713370623321152
"TCGA-ER-A2NE",-0.606826522830075,-1.34627824383889,-0.234948393770055,-0.844064477975408
"TCGA-ER-A2NF",-0.281910027702533,0.702875375647833,0.685534354424955,-0.844064477975408
"TCGA-ER-A2NH",4.48398669457514,1.60543264094161,-0.234948393770055,-1.62278202862369
"TCGA-ER-A3ET",-0.55934804786757,-0.110588254016082,-0.234948393770055,-0.844064477975408
"TCGA-ER-A3PL",-0.505952923205207,-0.633529158800027,0.685534354424955,-0.844064477975408
"TCGA-ER-A42H",-0.627030983936257,-0.958914610665593,-0.234948393770055,-0.844064477975408
"TCGA-ER-A42L",1.74732306646399,0.788095374945958,-1.15543114196506,-0.844064477975408
"TCGA-FR-A3R1",-0.110115841990613,0.660265375998771,1.60601710261996,-1.62278202862369
"TCGA-FR-A3YN",-0.184195513651401,0.0598517445801673,0.685534354424955,0.713370623321152
"TCGA-FR-A3YO",-0.545490497932958,-0.912430974684798,-1.15543114196506,-1.62278202862369
"TCGA-FR-A44A",4.06569728472762,1.85334536617251,-0.234948393770055,-0.0653469273271279
"TCGA-FR-A69P",-0.557118506808387,-1.07125006428585,-1.15543114196506,-0.844064477975408
"TCGA-FR-A726",-0.594010599299855,-1.04026097363198,-1.15543114196506,-1.62278202862369
"TCGA-FR-A728",0.0513368775480683,0.795842647609423,0.685534354424955,0.713370623321152
"TCGA-FR-A729",0.976609669433056,1.64804264059067,0.685534354424955,0.713370623321152
"TCGA-FR-A7U9",-0.124960237218755,0.706749011979566,-1.15543114196506,-0.0653469273271279
"TCGA-FR-A8YC",-0.412091729199401,-0.102840981352616,0.685534354424955,-0.844064477975408
"TCGA-FR-A8YD",-0.601396350086933,-0.633529158800027,-0.234948393770055,-0.0653469273271279
"TCGA-FR-A8YE",-0.176652019928089,1.06699719083073,0.685534354424955,0.713370623321152
"TCGA-FS-A1ZA",-0.346791994503165,-0.490204614525909,-0.234948393770055,0.713370623321152
"TCGA-FS-A1ZC",-0.635702159588939,-1.35402551650235,-2.07591389016007,-0.844064477975408
"TCGA-FS-A1ZD",-0.113092033252088,-1.31916278951676,-2.07591389016007,-0.844064477975408
"TCGA-FS-A1ZM",0.89394734911326,0.602160831022777,-0.234948393770055,-0.0653469273271279
"TCGA-FS-A1ZN",-0.597346653157433,-0.970535519660792,0.685534354424955,-2.40149957927197
"TCGA-FS-A1ZP",-0.480587245980884,0.0830935625705647,-1.15543114196506,0.713370623321152
"TCGA-FS-A1ZU",-0.632655970772367,-1.23394279021863,-2.07591389016007,0.713370623321152
"TCGA-FW-A3I3",-0.543557990751359,-0.792348248401077,-0.234948393770055,-0.0653469273271279
"TCGA-FW-A3TV",-0.431642365613271,-0.424352796886449,-0.234948393770055,-0.0653469273271279
"TCGA-FW-A5DY",-0.0886659198196607,1.21806900776831,1.60601710261996,0.713370623321152
"TCGA-GF-A2C7",-0.61161692941947,-1.28042642619943,-1.15543114196506,-0.844064477975408
"TCGA-GF-A3OT",-0.135369623618017,0.400731741772665,-2.07591389016007,1.49208817396943
"TCGA-GF-A4EO",1.35839376839042,1.92307082014371,-0.234948393770055,1.49208817396943
"TCGA-GF-A6C8",0.0641911331893109,0.148945380210025,-0.234948393770055,0.713370623321152
"TCGA-GF-A6C9",0.00814934865897654,1.50859173264828,1.60601710261996,1.49208817396943
"TCGA-GN-A262",-0.640941795055202,-1.39276187981968,-1.15543114196506,-1.62278202862369
"TCGA-GN-A263",-0.55146617999093,-0.308143706934461,0.685534354424955,-0.0653469273271279
"TCGA-GN-A264",-0.583167924371469,-0.831084611718406,-0.234948393770055,-0.844064477975408
"TCGA-GN-A265",0.169537659147944,1.07474446349419,-0.234948393770055,-0.0653469273271279
"TCGA-GN-A266",-0.0264146326837152,1.00114537319127,-0.234948393770055,0.713370623321152
"TCGA-GN-A267",-0.401619054535258,0.176060834532155,1.60601710261996,-0.0653469273271279
"TCGA-GN-A268",-0.558776572884695,-1.16809097257917,-1.15543114196506,-0.0653469273271279
"TCGA-GN-A26A",0.160019234319744,0.226418106844683,-1.15543114196506,0.713370623321152
"TCGA-GN-A26C",0.546280271842022,1.24131082575871,-1.15543114196506,2.27080572461771
"TCGA-GN-A26D",-0.57877192460563,-0.815590066391475,0.685534354424955,-0.0653469273271279
"TCGA-GN-A4U7",-0.640218472411178,-1.25718460820903,-1.15543114196506,-0.844064477975408
"TCGA-GN-A4U9",-0.536122451768019,-0.676139158449089,-1.15543114196506,0.713370623321152
"TCGA-GN-A8LK",-0.624938700901826,-1.33078369851195,-0.234948393770055,-0.0653469273271279
"TCGA-GN-A8LL",-0.559599754674384,-0.509572796184573,1.60601710261996,0.713370623321152
"TCGA-GN-A8LN",-0.524205863004572,-0.70325461277122,-0.234948393770055,-0.844064477975408
"TCGA-HR-A5NC",-0.590119927404733,-0.997650973982922,-0.234948393770055,-0.844064477975408
"TCGA-IH-A3EA",-0.523189177487563,-0.714875521766418,-0.234948393770055,0.713370623321152
"TCGA-LH-A9QB",-0.53268536054948,-1.13322824559357,0.685534354424955,0.713370623321152
"TCGA-OD-A75X",-0.486688585401638,-0.463089160203778,-0.234948393770055,-0.0653469273271279
"TCGA-QB-A6FS",0.00878920564159274,1.11735446314326,0.685534354424955,1.49208817396943
"TCGA-RP-A693",-0.141311588190943,0.687380830320901,-0.234948393770055,1.49208817396943
"TCGA-RP-A694",-0.309725840007428,0.0830935625705647,0.685534354424955,-0.0653469273271279
"TCGA-RP-A695",-0.44103975645192,-0.435973705881648,1.60601710261996,-0.844064477975408
"TCGA-RP-A6K9",0.0485937114574512,0.881062646907548,1.60601710261996,0.713370623321152
"TCGA-W3-AA1O",-0.587675686525014,-1.16421733624744,-0.234948393770055,-0.0653469273271279
"TCGA-W3-AA1Q",-0.400224165935192,0.547929922378516,1.60601710261996,0.713370623321152
"TCGA-WE-A8JZ",-0.550946383562221,-0.877568247699201,0.685534354424955,0.713370623321152
"TCGA-WE-A8K1",0.404382275948589,0.977903555200871,0.685534354424955,-1.62278202862369
"TCGA-WE-A8K4",1.12973784150609,1.22581628043178,1.60601710261996,0.713370623321152
"TCGA-WE-A8K5",-0.397415112461477,0.0985881078974964,1.60601710261996,-0.0653469273271279
"TCGA-WE-A8K6",-0.591304669582595,-1.23781642655036,-0.234948393770055,-1.62278202862369
"TCGA-WE-A8ZO",-0.0545048369690822,1.0282608275134,-0.234948393770055,0.713370623321152
"TCGA-WE-A8ZQ",-0.640363227112191,-1.30366824418982,-1.15543114196506,-0.844064477975408
"TCGA-WE-A8ZR",-0.551868149971802,-0.590919159150965,-0.234948393770055,0.713370623321152
"TCGA-WE-A8ZT",-0.583881719892201,-0.904683702021332,-0.234948393770055,-2.40149957927197
"TCGA-WE-A8ZY",-0.490082194924901,-0.823337339054941,0.685534354424955,-1.62278202862369
"TCGA-WE-AA9Y",-0.442727737344663,-0.741990976088549,-0.234948393770055,0.713370623321152
"TCGA-WE-AAA3",0.0891178078018809,0.807463556604622,0.685534354424955,-0.0653469273271279
"TCGA-WE-AAA4",2.88421313194365,1.97730172878797,0.685534354424955,1.49208817396943
"TCGA-XV-A9VZ",-0.597764745944358,-0.842705520713605,0.685534354424955,-0.0653469273271279
"TCGA-XV-A9W2",-0.60133132406495,-0.711001885434685,0.685534354424955,0.713370623321152
"TCGA-XV-A9W5",-0.267167675806609,-0.645150067795226,0.685534354424955,0.713370623321152
"TCGA-XV-AAZV",-0.108001095007859,0.501446286397721,-0.234948393770055,1.49208817396943
"TCGA-XV-AAZW",-0.60158323470102,-0.978282792324258,-0.234948393770055,-1.62278202862369
"TCGA-XV-AAZY",-0.480683491967215,0.296143560815876,0.685534354424955,1.49208817396943
"TCGA-XV-AB01",-0.492945503004885,-0.12220916301128,0.685534354424955,-0.0653469273271279
"TCGA-YD-A89C",-0.611553292436645,-1.22232188122343,-2.99639663835508,-0.0653469273271279
"TCGA-YD-A9TB",-0.3242267480131,-0.0253682547179572,0.685534354424955,-0.0653469273271279
"TCGA-YG-AA3O",-0.403722103176038,-0.5715509774923,-0.234948393770055,0.713370623321152
"TCGA-YG-AA3P",-0.604134783196521,-0.780727339405878,-1.15543114196506,0.713370623321152
"TCGA-Z2-AA3S",-0.428741269246157,-0.242291889295001,-0.234948393770055,0.713370623321152
"TCGA-Z2-AA3V",0.801273651921277,0.888809919571014,-1.15543114196506,1.49208817396943
